╒═════════════════════╤══════════════════╕
│ Algorithm           │ accuracy_score   │
╞═════════════════════╪══════════════════╡
│ Logistic Regression │ 0.840            │
├─────────────────────┼──────────────────┤
│ Decision Tree       │ 0.774            │
├─────────────────────┼──────────────────┤
│ Random Forest       │ 0.844            │
├─────────────────────┼──────────────────┤
│ Gradient Boosting   │ 0.844            │
├─────────────────────┼──────────────────┤
│ SVM                 │ error            │
├─────────────────────┼──────────────────┤
│ XGBoost             │ 0.841            │
╘═════════════════════╧══════════════════╛
